p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.66171312143897e-63	0.426161294269736	0.263	0.148	3.9452392929204e-59	18	GIMAP1
1.80884724289232e-63	0.37075120557282	0.206	0.162	4.29456512407494e-59	18	ITGAE
1.84281592960497e-63	0.425104267887078	0.89	0.718	4.37521358006813e-59	18	TAOK1
1.85905817718599e-63	0.328777204659409	0.126	0.045	4.41377592427497e-59	18	NDFIP2
3.14470246725339e-63	0.259181349992298	0.326	0.333	7.46615259775301e-59	18	SSNA1
4.11273881790568e-63	0.284765307468963	0.144	0.113	9.76446450147167e-59	18	FHL3
4.8998312976009e-63	0.308418230774754	0.351	0.336	1.16331794667641e-58	18	EIF4B
7.04787543683251e-63	0.346262380037884	0.254	0.204	1.67330658621278e-58	18	ITGAL
7.66920530433333e-63	0.41535048670111	0.302	0.221	1.82082272335482e-58	18	NAP1L4
7.70709114269435e-63	0.286658440099035	0.109	0.015	1.82981757909849e-58	18	BACH2
7.95826019730506e-63	0.278097852118981	0.423	0.43	1.88945013604417e-58	18	SF3B2
8.12863613569673e-63	0.278661281545669	0.235	0.246	1.92990079133712e-58	18	CEP350
1.01135624157757e-62	0.255589681437605	0.358	0.379	2.40116198875348e-58	18	EIF3M
1.28063005200219e-62	0.288280267349486	0.109	0.042	3.04047186946359e-58	18	ZNF600
1.35672098711723e-62	0.277416819315952	0.393	0.394	3.22112696761372e-58	18	EID1
1.52621078083013e-62	0.346267649694956	0.371	0.343	3.6235296358469e-58	18	CDC42SE1
1.98520386767836e-62	0.4609030760104	0.139	0.041	4.71327102264196e-58	18	TRGC2
2.1875420346294e-62	0.258944475656822	0.202	0.203	5.19366229861713e-58	18	SENP6
2.67135612075151e-62	0.372572814015778	0.25	0.155	6.34233370188823e-58	18	INPP5D
3.05506756061945e-62	0.31613326391406	0.282	0.257	7.25334140242269e-58	18	GYG1
3.12686130969925e-62	0.56689793304425	0.664	0.469	7.42379412148796e-58	18	MTRNR2L12
4.08326060532816e-62	0.317443492080752	0.202	0.155	9.69447732917011e-58	18	CEP57
5.70899599670069e-62	0.2717481502789	0.287	0.271	1.35542982953668e-57	18	RAB1B
6.62288673724522e-62	0.278439043245103	0.154	0.095	1.57240576915676e-57	18	WBP1
6.88313514154232e-62	0.380257558310894	0.205	0.102	1.63419394530498e-57	18	OFD1
7.20954921769877e-62	0.286929019092719	0.991	0.958	1.71169117526604e-57	18	RPL12
7.48645336955085e-62	0.255056882916843	0.407	0.432	1.77743375899876e-57	18	YWHAQ
7.54927141195208e-62	0.291956562297871	0.658	0.662	1.79234801862566e-57	18	SON
9.00921914783979e-62	0.287294442466877	0.209	0.187	2.13896881008012e-57	18	ADD1
9.97651573913678e-62	0.392219563046243	0.393	0.312	2.36862436678585e-57	18	KRT10
1.16181211912092e-61	0.297571805843507	0.341	0.324	2.75837433321688e-57	18	NONO
1.43004288016758e-61	0.327850301070016	0.33	0.319	3.39520780609387e-57	18	LMO4
1.55296165525216e-61	0.364242229821091	0.17	0.099	3.68704156189968e-57	18	HOXB2
1.98857911230249e-61	0.259036509614644	0.264	0.277	4.72128452842856e-57	18	MRPS34
1.98886947151883e-61	0.302628538813372	0.336	0.327	4.72197389927999e-57	18	SEPT9
2.32972737989951e-61	0.3008364293477	0.162	0.151	5.53123874535742e-57	18	GALNT2
2.51387888846682e-61	0.300999547821948	0.279	0.257	5.96845125699792e-57	18	LSM14A
2.72091101234233e-61	0.2733127764143	0.381	0.369	6.45998692550317e-57	18	OTUB1
2.87335034490323e-61	0.302709558153773	0.255	0.232	6.82190838886925e-57	18	EPS15
3.00045668018746e-61	0.304879308971382	0.269	0.23	7.12368425010106e-57	18	DR1
3.64135732922481e-61	0.399145917031377	0.213	0.112	8.64531057104554e-57	18	EPB41
3.6841094945881e-61	0.35611944488989	0.194	0.125	8.74681276205106e-57	18	BTN3A1
3.86800178194883e-61	0.265639829338751	0.405	0.421	9.18340983070291e-57	18	NSA2
4.68005245743357e-61	0.349898302589371	0.19	0.106	1.11113805444388e-56	18	SRSF8
5.08281198901107e-61	0.31836638628687	0.226	0.196	1.20676122243101e-56	18	BDP1
5.52105945377091e-61	0.271706884560701	0.261	0.264	1.31080993551429e-56	18	ITSN2
5.62054342915965e-61	0.291520791840782	0.47	0.475	1.33442942095108e-56	18	FUS
6.29955222125281e-61	0.381592133700566	0.317	0.249	1.49563968836984e-56	18	SEPT6
7.16744423313624e-61	0.303779359506129	0.189	0.169	1.70169460983121e-56	18	SSH2
7.16894096788869e-61	0.324217829173163	0.953	0.896	1.70204996459613e-56	18	RPS18
8.41297887077665e-61	0.270689705868438	0.234	0.209	1.99740944349979e-56	18	PDCD2
9.04535663381732e-61	0.302309963056515	0.108	0.046	2.14754857200091e-56	18	IKZF2
1.21456536237391e-60	0.392132482802792	0.324	0.229	2.88362108334814e-56	18	TSTD1
2.0514765674921e-60	0.300767186223036	0.381	0.365	4.87061566653975e-56	18	DHRS7
2.3455158312788e-60	0.319725981923194	0.271	0.235	5.56872368662212e-56	18	UHMK1
2.4839149934921e-60	0.34582340030522	0.231	0.161	5.89731097754894e-56	18	KLF13
2.62010758745365e-60	0.320168374103318	0.374	0.366	6.22065943413245e-56	18	DCXR
2.70334913395399e-60	0.269659291860089	0.568	0.581	6.41829151383356e-56	18	ATP5F1D
3.26618066940208e-60	0.371794786878744	0.533	0.494	7.75456614529442e-56	18	IFI44
3.56521742846806e-60	0.315617883690111	0.732	0.704	8.46453921866887e-56	18	YWHAZ
4.01366977309715e-60	0.36584341694539	0.294	0.225	9.52925477528726e-56	18	ERAP2
4.58371822820421e-60	0.250362051466733	0.193	0.202	1.08826638174024e-55	18	ATXN2L
5.7371217753865e-60	0.348805157222393	0.47	0.424	1.36210745191226e-55	18	RBCK1
7.39290658798918e-60	0.297028909280098	0.272	0.253	1.75522388212039e-55	18	KDM5A
7.69316419648771e-60	0.333480402941304	0.247	0.204	1.82651104353011e-55	18	PNN
8.66947776385081e-60	0.259760892117104	0.273	0.289	2.05830741069346e-55	18	NRDC
8.74405820127181e-60	0.340524198659196	0.147	0.048	2.07601429814595e-55	18	AC007384.1
9.75615122918797e-60	0.307737310863626	0.209	0.17	2.31630542483381e-55	18	POLR2B
1.24402127424917e-59	0.418141127420029	0.196	0.073	2.95355530932237e-55	18	OXNAD1
1.31549077846699e-59	0.283521341172429	0.264	0.261	3.12323820623633e-55	18	NIPBL
1.4387992745282e-59	0.31214740350306	0.197	0.144	3.41599723758485e-55	18	HMGN4
1.48041569655683e-59	0.408251624534117	0.281	0.164	3.51480294676522e-55	18	RCSD1
2.40507180096969e-59	0.26030524831865	0.251	0.259	5.71012146986223e-55	18	PTPRA
2.45800477418963e-59	0.320433717214998	0.157	0.102	5.83579493488101e-55	18	PSD4
2.82642619889194e-59	0.25382226546701	0.386	0.414	6.71050108140925e-55	18	SRSF2
3.16037832837503e-59	0.286986617128692	0.321	0.325	7.503370227228e-55	18	ARHGAP30
3.49374197218532e-59	0.36441827040801	0.318	0.248	8.29484219036238e-55	18	NSD3
4.68614446557757e-59	0.357865935337165	0.236	0.172	1.11258441901743e-54	18	LBR
5.03785290071282e-59	0.285136315954575	0.301	0.294	1.19608703568724e-54	18	HNRNPUL1
5.66034311847445e-59	0.28711264973517	0.246	0.23	1.3438786631882e-54	18	PHF3
5.7591011766592e-59	0.258426735333433	0.413	0.437	1.36732580136243e-54	18	KHDRBS1
6.32312280255873e-59	0.309337807898411	0.2	0.159	1.50123581578349e-54	18	PTDSS1
7.40831368157829e-59	0.418647390275369	0.181	0.091	1.75888183428032e-54	18	YPEL3
8.55761874294135e-59	0.353932235897503	0.162	0.071	2.03174984194914e-54	18	AKAP2
1.29588853440025e-58	0.307059199600423	0.394	0.389	3.07669855837307e-54	18	NR3C1
1.70877082846104e-58	0.295460140228145	0.232	0.202	4.0569637009322e-54	18	PPP4R3B
1.92044452295209e-58	0.277780582058247	0.474	0.475	4.55951938639286e-54	18	PSMA5
1.92966996197274e-58	0.26512893171222	0.282	0.288	4.58142242371568e-54	18	TBRG1
2.03505171688406e-58	0.321926353497786	0.253	0.207	4.83161978622613e-54	18	RAB24
2.08646864508357e-58	0.322090550133256	0.319	0.29	4.95369385715741e-54	18	PRPF38B
2.13010181644586e-58	0.299282779102167	0.268	0.236	5.05728773260577e-54	18	SNRPA
2.55424229579298e-58	0.260891860679504	0.491	0.527	6.06428205867169e-54	18	ARL6IP5
2.6395266108559e-58	0.390039922231441	0.241	0.134	6.26676407949408e-54	18	KIF2A
3.30935414383065e-58	0.358844054999359	0.378	0.343	7.85706860828273e-54	18	RABGAP1L
3.37788115577202e-58	0.296705256650635	0.249	0.211	8.01976544003392e-54	18	ZNRD1
4.29769551726421e-58	0.30842339063748	0.146	0.087	1.02035886970887e-53	18	GMCL1
4.48046812780402e-58	0.332125643070189	0.151	0.066	1.06375274290323e-53	18	KDM5B
4.5591915493128e-58	0.260445638005913	0.172	0.171	1.08244325763784e-53	18	ZNF148
4.98667031679703e-58	0.306767358769313	0.304	0.287	1.18393526661395e-53	18	PCM1
5.41137015191436e-58	0.267370373457417	0.193	0.182	1.28476750146751e-53	18	DNAJC4
5.66036828211815e-58	0.370332105915732	0.249	0.165	1.34388463754049e-53	18	TES
5.95874281994264e-58	0.473417577592341	0.274	0.11	1.41472472031078e-53	18	FKBP11
6.277182635487e-58	0.29636870034696	0.139	0.054	1.49032870131732e-53	18	SLC25A38
8.31627750700883e-58	0.388663136866031	0.219	0.109	1.97445060571404e-53	18	PRKD2
1.05164737933933e-57	0.417674813711971	0.219	0.087	2.49682120802745e-53	18	HELB
1.14762777711504e-57	0.256262096772398	0.151	0.138	2.72469786842653e-53	18	ILKAP
1.93535611600906e-57	0.356433107642855	0.269	0.204	4.59492249062872e-53	18	C1GALT1
2.11434644166046e-57	0.265202046242081	0.194	0.172	5.01988132179026e-53	18	LUC7L2
2.2949315044247e-57	0.290099406700781	0.325	0.316	5.44862637780513e-53	18	SMG1
2.50686205632929e-57	0.30054838290115	0.349	0.33	5.951791894137e-53	18	FNBP1
2.76371557629637e-57	0.276219099320445	0.111	0.021	6.56161352124284e-53	18	BCAS4
2.85248151471696e-57	0.374846659652663	0.628	0.565	6.772361612241e-53	18	PNRC1
3.16420571626395e-57	0.539470001260865	0.458	0.305	7.51245721155387e-53	18	SOCS1
3.23537378804162e-57	0.277263609180841	0.446	0.455	7.68142444756842e-53	18	DDX24
3.23865559625114e-57	0.302927294288999	0.272	0.231	7.68921611661945e-53	18	DNAJB14
3.26675439051514e-57	0.319958426725508	0.85	0.818	7.75592827396104e-53	18	ATP5MC2
4.49294964909322e-57	0.270685203688005	0.111	0.039	1.06671610568771e-52	18	NAALADL1
4.56881042253125e-57	0.325864647697022	0.302	0.278	1.08472697051737e-52	18	PNPT1
4.66672074278627e-57	0.27065826036806	0.373	0.372	1.10797283875232e-52	18	ROCK1
6.94619009961439e-57	0.257278567885303	0.36	0.387	1.64916445345045e-52	18	AAK1
8.54857770539985e-57	0.305004696287744	0.303	0.292	2.02960331881603e-52	18	STAG2
8.90974171422854e-57	0.304988841671616	0.135	0.059	2.11535087779214e-52	18	MIB2
9.85850829638597e-57	0.267881095876669	0.34	0.326	2.34060703972796e-52	18	WAS
1.0232531422504e-56	0.311933363920786	0.358	0.346	2.4294076103309e-52	18	RPL22L1
1.07965256166519e-56	0.341984131052966	0.41	0.369	2.5633111119055e-52	18	HMGN3
1.11535818524436e-56	0.298991909745864	0.183	0.153	2.64808340340716e-52	18	ABHD17A
1.73354439459382e-56	0.283906042750568	0.157	0.118	4.11578110164464e-52	18	TBCC
2.10998360829156e-56	0.34363203643135	0.194	0.116	5.00952308280583e-52	18	PLCG2
3.21464063644038e-56	0.324144764942749	0.225	0.144	7.63219979903675e-52	18	SNX20
3.32018530538692e-56	0.345919529188117	0.395	0.373	7.88278395204963e-52	18	XRN1
3.32859966779361e-56	0.291723695570798	0.12	0.057	7.90276133127558e-52	18	CLASP1
4.82552472540331e-56	0.253806166822137	0.155	0.144	1.14567608030525e-51	18	FES
5.07861106938114e-56	0.450694499943912	0.202	0.088	1.20576384009247e-51	18	RORA
5.49850282444667e-56	0.349267182199861	0.596	0.544	1.30545454058013e-51	18	SP110
7.59509182475701e-56	0.397137640611968	0.596	0.524	1.80322670103381e-51	18	CFLAR
7.64901864098905e-56	0.285065978092489	0.486	0.49	1.81603000574362e-51	18	DDX17
1.10823042499336e-55	0.33615041585016	0.194	0.13	2.63116067501924e-51	18	ENDOD1
1.16097418554895e-55	0.303638162843699	0.312	0.299	2.75638491133032e-51	18	GCC2
1.33040562755014e-55	0.265330506384796	0.373	0.378	3.15864904092954e-51	18	HP1BP3
1.58845690056351e-55	0.363290690494661	0.355	0.307	3.77131437331788e-51	18	ARID5A
1.80866532438475e-55	0.310541668484633	0.345	0.313	4.29413321315427e-51	18	RAD21
1.87404402158377e-55	0.25671303702015	0.248	0.237	4.44935531604418e-51	18	NUDT21
2.18297898878606e-55	0.331832951383197	0.113	0.019	5.18282871517586e-51	18	TCF7
2.79973635648587e-55	0.317974481967515	0.147	0.07	6.64713405756876e-51	18	SFMBT2
2.94695297782317e-55	0.397306138624644	0.189	0.051	6.99665575994776e-51	18	ITK
5.41092086378235e-55	0.265281439374884	0.171	0.149	1.28466083147921e-50	18	MAGED2
5.97662311559114e-55	0.284108801096174	0.318	0.331	1.41896986010365e-50	18	IQGAP2
6.97730091242482e-55	0.333141874730013	0.599	0.556	1.6565507826279e-50	18	ADAR
1.04988206899878e-54	0.32921335142558	0.205	0.167	2.4926300082169e-50	18	KMT2A
2.09085585697053e-54	0.28839847297452	0.204	0.158	4.96410997561943e-50	18	RNF115
2.09372525512614e-54	0.270226077300814	0.321	0.322	4.97092250072048e-50	18	SETX
2.22307126089657e-54	0.282261271785823	0.208	0.167	5.27801578762065e-50	18	SH3BP1
2.41398772744818e-54	0.335356538115981	0.145	0.038	5.73128966250747e-50	18	AC243960.1
3.19394729730389e-54	0.461153776688229	0.233	0.131	7.58306967325889e-50	18	PRDM1
3.82799467744354e-54	0.270013450197712	0.199	0.175	9.08842496318645e-50	18	KRR1
4.67841842585515e-54	0.270834492727538	0.212	0.181	1.11075010266653e-49	18	TMUB1
6.13757845291995e-54	0.323917923574233	0.254	0.255	1.45718387629226e-49	18	PTGER4
9.00986013764332e-54	0.29652661991954	0.216	0.173	2.13912099387928e-49	18	USP34
9.89461924019139e-54	0.452277997556143	0.303	0.174	2.34918050000624e-49	18	RHOH
1.17447921343608e-53	0.292596432774796	0.205	0.161	2.78844854853993e-49	18	UBAC2
1.35131381343534e-53	0.29350333658929	0.161	0.108	3.20828925585819e-49	18	RNF113A
1.38069423082251e-53	0.256382942424024	0.435	0.468	3.27804424281881e-49	18	STOM
1.42436638517731e-53	0.263875607477794	0.223	0.2	3.38173067168797e-49	18	HUWE1
2.5293338737067e-53	0.389948132622713	0.804	0.703	6.00514448295445e-49	18	RNF213
3.92029430123502e-53	0.291712535679468	0.252	0.218	9.30756272999219e-49	18	CMTM3
3.95944572351088e-53	0.383137424399476	0.635	0.561	9.40051603675954e-49	18	XAF1
4.39210505989629e-53	0.279874460795731	0.287	0.278	1.04277358332058e-48	18	G3BP2
4.6310970409796e-53	0.298432162737722	0.172	0.141	1.09951505946938e-48	18	RNF166
4.88826121252862e-53	0.271419375914989	0.749	0.729	1.16057097707854e-48	18	COMMD6
6.4195822163133e-53	0.406483564263928	0.2	0.085	1.5241372097971e-48	18	TUBA4A
6.49215551817812e-53	0.285850566603911	0.102	0.03	1.54136756312585e-48	18	SLFN13
7.65374417805256e-53	0.310752632239887	0.279	0.233	1.81715194275324e-48	18	NASP
1.09957400779573e-52	0.365731090486877	0.182	0.085	2.61060860930862e-48	18	AC116407.2
1.1507809192827e-52	0.329570050412067	0.14	0.086	2.73218405856098e-48	18	RASA3
2.21761409137849e-52	0.343871802690317	0.284	0.232	5.26505937575081e-48	18	GPRIN3
2.31489252237155e-52	0.324342476950886	0.406	0.376	5.49601782661454e-48	18	NUB1
2.69400434013047e-52	0.324835471657605	0.194	0.139	6.39610510433776e-48	18	TMEM43
3.33705099723848e-52	0.26908175977225	0.254	0.232	7.92282647764361e-48	18	CCNDBP1
3.53433053491867e-52	0.365537832526211	0.196	0.102	8.39120755600392e-48	18	AC016831.7
3.54842392344086e-52	0.30735475047312	0.3	0.276	8.42466807903329e-48	18	PTK2B
3.97557124153088e-52	0.280756255258447	0.192	0.174	9.43880124164262e-48	18	ZBTB38
5.05273880974814e-52	0.384579432905199	0.178	0.055	1.1996212482104e-47	18	TC2N
6.37289023956509e-52	0.281571902152113	0.281	0.266	1.51305160067754e-47	18	TRAFD1
7.53753384451513e-52	0.34364073034677	0.293	0.243	1.78956128536478e-47	18	DOCK10
7.58040810972953e-52	0.299947569156845	0.146	0.095	1.79974049341199e-47	18	RALGAPA1
8.76360061554357e-52	0.261426872034913	0.165	0.14	2.08065405814235e-47	18	USP11
1.4471237746934e-51	0.316501548467804	0.125	0.039	3.43576126587706e-47	18	MLLT3
1.6073955497383e-51	0.265212124281551	0.159	0.122	3.81627851418867e-47	18	MFNG
2.01859433766573e-51	0.258604264361512	0.206	0.192	4.79254667648598e-47	18	FAM208A
3.01825405172421e-51	0.333005808509125	0.218	0.168	7.16593876960362e-47	18	IDI1
3.48299748717381e-51	0.278538891451301	0.264	0.246	8.26933263404805e-47	18	TRA2A
3.55236455965857e-51	0.262516500188791	0.241	0.245	8.43402393754139e-47	18	WASHC1
6.0228069628632e-51	0.37889582580479	0.216	0.118	1.42993482912298e-46	18	JAK3
6.4563267697711e-51	0.364844456981864	0.193	0.11	1.53286110167906e-46	18	ZBTB20
6.78827543146357e-51	0.254278904527019	0.178	0.166	1.61167235293808e-46	18	SAFB2
1.04692293759795e-50	0.262248750925937	0.271	0.245	2.48560443844505e-46	18	SS18L2
1.32671837561276e-50	0.287697466195734	0.13	0.08	3.14989476737981e-46	18	KAT6B
2.30095153546611e-50	0.295749317622409	0.196	0.16	5.46291913550364e-46	18	HELZ
2.37288336936699e-50	0.407921088666587	0.193	0.135	5.6336996955511e-46	18	CISH
2.63519044040733e-50	0.267581761142234	0.157	0.1	6.25646914361509e-46	18	NUDT16L1
3.10460696236521e-50	0.255653371547085	0.215	0.199	7.37095785004749e-46	18	ARL6IP6
3.73591514772725e-50	0.252022686607206	0.258	0.243	8.86980974373403e-46	18	TRIM21
3.86871134323817e-50	0.262150388367921	0.18	0.154	9.18509447111606e-46	18	RPA2
5.56271184565379e-50	0.31553132306987	0.23	0.186	1.32069904639512e-45	18	PREX1
7.16904635316534e-50	0.409830178710664	0.238	0.155	1.70207498516851e-45	18	BATF
1.18020348174667e-49	0.267842736360105	0.182	0.15	2.80203910636295e-45	18	HERC1
1.23771780074596e-49	0.302193330794515	0.445	0.427	2.93858960253106e-45	18	PPP1R18
1.45011155318687e-49	0.347969064766731	0.249	0.195	3.44285484957628e-45	18	SNHG7
1.56472433672777e-49	0.320087762223909	0.325	0.288	3.71496852025908e-45	18	HELZ2
1.65924733091136e-49	0.287172991869043	0.156	0.126	3.93938501304975e-45	18	BISPR
2.45273315807633e-49	0.334135864435644	0.133	0.069	5.82327906390482e-45	18	NBEAL2
7.47542350155475e-49	0.310108453640424	0.226	0.169	1.77481504773913e-44	18	RPS6KA3
8.13040006584044e-49	0.252105291530981	0.405	0.417	1.93031958363184e-44	18	SFPQ
8.64001475879008e-49	0.273192260954029	0.177	0.146	2.05131230403194e-44	18	SRPK2
2.46077053607904e-48	0.314171383325698	0.153	0.062	5.84236140675885e-44	18	SFXN1
2.79194509100172e-48	0.295029246899597	0.343	0.316	6.62863603505629e-44	18	RBBP6
2.81991303686842e-48	0.255973727711486	0.189	0.183	6.69503753213301e-44	18	ABI3
3.06146914400451e-48	0.506703099147742	0.318	0.253	7.26854004169551e-44	18	CXCR4
3.29344438084723e-48	0.27429290176632	0.429	0.433	7.81929564900749e-44	18	PHF11
3.41407703354996e-48	0.252440935525058	0.165	0.144	8.1057016930543e-44	18	ASXL2
3.47641338540843e-48	0.268705423019876	0.192	0.162	8.25370065963668e-44	18	FRYL
5.25533302816848e-48	0.35277775925278	0.511	0.488	1.24772116754776e-43	18	NT5C3A
5.83796533257246e-48	0.368641227618846	0.533	0.457	1.38604972925935e-43	18	SMCHD1
6.71333990238235e-48	0.382294255929652	0.525	0.448	1.59388115962362e-43	18	MT-ND6
6.73697751962889e-48	0.307240969847107	0.127	0.036	1.59949320271029e-43	18	SLAMF6
6.79159339955139e-48	0.269364970475151	0.221	0.202	1.61246010492149e-43	18	PCF11
7.63244448045127e-48	0.389132928317274	0.399	0.323	1.81209496854874e-43	18	KIAA1551
1.15947960377709e-47	0.269055672386842	0.153	0.107	2.75283647528756e-43	18	CABIN1
1.19792352517293e-47	0.269055146741426	0.273	0.262	2.84411003346556e-43	18	SASH3
3.19689279489468e-47	0.259881698509331	0.544	0.553	7.59006287363896e-43	18	PDIA3
3.67486884760876e-47	0.296981446218114	0.753	0.725	8.72487361799272e-43	18	SUB1
3.82834123348698e-47	0.338947152859105	0.346	0.265	9.08924775654479e-43	18	SPN
4.28949400135418e-47	0.261969153021266	0.175	0.14	1.01841166580151e-42	18	NMRK1
4.56547782172413e-47	0.270745379937148	0.166	0.138	1.08393574443374e-42	18	PHF1
4.77298001807067e-47	0.298626347517471	0.302	0.267	1.13320091589034e-42	18	TAF7
4.94333530075548e-47	0.301644172893171	0.202	0.159	1.17364666710537e-42	18	CDKN1B
5.5318671853724e-47	0.252786738975488	0.207	0.197	1.31337590715111e-42	18	PHF20L1
7.29282210725974e-47	0.29782765539247	0.176	0.121	1.73146182470561e-42	18	EPB41L4A-AS1
7.83619633932436e-47	0.268689986192	0.144	0.111	1.86046973488239e-42	18	AP1G2
8.81476449288775e-47	0.377009992752329	0.365	0.309	2.09280138590141e-42	18	CYTOR
9.89226436642927e-47	0.259350735347029	0.172	0.152	2.34862140587764e-42	18	TUT4
1.07652412783804e-46	0.254114559058564	0.117	0.074	2.55588358431306e-42	18	SESN1
1.10981589511095e-46	0.265894325631191	0.149	0.09	2.63492489817241e-42	18	ERG28
2.07489453563216e-46	0.261156229731626	0.134	0.091	4.92621460649786e-42	18	NSMCE3
2.80039357320792e-46	0.287968790473562	0.276	0.259	6.64869442151024e-42	18	CLK1
2.8235778175465e-46	0.274724307736232	0.141	0.086	6.70373845441891e-42	18	S100PBP
2.87021103432005e-46	0.273523188199478	0.139	0.106	6.81445503768266e-42	18	CREBZF
2.97106623397969e-46	0.278289974188662	0.228	0.196	7.05390545271458e-42	18	SPTAN1
3.22717636626168e-46	0.366464630377903	0.188	0.133	7.66196212877848e-42	18	SORL1
3.2382263738481e-46	0.27888999960507	0.14	0.058	7.68819705679015e-42	18	FUT8
3.29897864681861e-46	0.271126796207791	0.101	0.037	7.83243510327674e-42	18	MEX3C
3.44158230427355e-46	0.266963562156931	0.286	0.288	8.17100470680627e-42	18	OGA
3.74177375685877e-46	0.417515046305281	0.167	0.051	8.8837192535341e-42	18	ITM2C
5.84574864126244e-46	0.305208100650887	0.151	0.06	1.38789764240853e-41	18	MAP4K1
5.91097359100976e-46	0.267035614076034	0.151	0.106	1.40338334997754e-41	18	PCID2
9.90517577074961e-46	0.27857202978669	0.133	0.08	2.35168683149137e-41	18	RASSF7
1.02543031165428e-45	0.259484118982171	0.307	0.301	2.4345766459296e-41	18	AKAP9
1.04566267390443e-45	0.280459433801707	0.129	0.038	2.4826123203839e-41	18	TSPAN5
1.07135704926439e-45	0.256102313710908	0.253	0.247	2.54361590636351e-41	18	TMEM140
1.45423889285303e-45	0.380877382394895	0.227	0.085	3.45265397941166e-41	18	PIM2
1.49483041494373e-45	0.255506659621434	0.224	0.224	3.5490263711594e-41	18	VAMP2
2.17765068918425e-45	0.41978354384547	0.17	0.097	5.17017826626126e-41	18	IGFBP7
4.3541422891985e-45	0.392406336384404	0.286	0.163	1.03376046230151e-40	18	ADAM8
8.56812022135386e-45	0.260275501943774	0.172	0.14	2.03424310295383e-40	18	PHC3
1.39258906896804e-44	0.344297180311625	0.157	0.093	3.30628496754392e-40	18	PIK3IP1
1.57300041942152e-44	0.279918398377248	0.112	0.033	3.73461759579057e-40	18	AC022706.1
3.40726845013798e-44	0.295393101485272	0.664	0.621	8.0895367543176e-40	18	CD37
3.75372550557322e-44	0.255201369148674	0.159	0.113	8.91209509533195e-40	18	PPWD1
4.0682455107801e-44	0.284950729521074	0.574	0.561	9.65882849169411e-40	18	IFI35
4.36985954180906e-44	0.304199131156921	0.403	0.381	1.03749205241631e-39	18	ZC3HAV1
4.7547254449086e-44	0.279740637083358	0.134	0.059	1.1288669151302e-39	18	PILRB
5.63273186701456e-44	0.294535248128059	0.238	0.215	1.3373231998666e-39	18	SH3KBP1
5.79258096628592e-44	0.250086432934858	0.162	0.12	1.3752745730156e-39	18	TOP2B
7.13437097164929e-44	0.2616244348593	0.174	0.145	1.69384235608897e-39	18	IL27RA
1.14061021729071e-43	0.265685173974827	0.165	0.124	2.7080367778916e-39	18	IRAK4
1.26533730292075e-43	0.273976931431863	0.14	0.082	3.00416382459444e-39	18	NUP210
1.38992776925319e-43	0.307915578519347	0.141	0.055	3.29996650976092e-39	18	APOBEC3H
1.4142303117575e-43	0.259658914454405	0.225	0.21	3.35766560617466e-39	18	RC3H1
1.50723559192213e-43	0.259697313422262	0.259	0.232	3.57847874234152e-39	18	METTL9
1.65288287425931e-43	0.270041862848002	0.12	0.047	3.92427452006645e-39	18	GOLGA8B
1.98883631533218e-43	0.261709892734355	0.217	0.194	4.72189517986165e-39	18	PIP4K2A
2.00020259110909e-43	0.2504132077696	0.189	0.159	4.7488809918112e-39	18	ZNF644
2.09774745047549e-43	0.290739587232208	0.169	0.124	4.9804719969189e-39	18	LPIN1
5.81188009093659e-43	0.280721633043456	0.13	0.083	1.37985657119017e-38	18	UHRF2
6.24887092232543e-43	0.252105048794081	0.222	0.219	1.4836069343785e-38	18	RICTOR
8.61731352999892e-43	0.351597018789641	0.573	0.504	2.04592257829234e-38	18	IRF1
1.37984364220824e-42	0.258057219137165	0.167	0.139	3.27602477533081e-38	18	NUTM2B-AS1
1.6930078017809e-42	0.368426937781372	0.14	0.035	4.01953912298821e-38	18	TNFRSF4
1.84112031134163e-42	0.405883821737951	0.265	0.143	4.37118784318731e-38	18	RIPOR2
3.45390065980906e-42	0.269190020078147	0.222	0.194	8.20025094651867e-38	18	FDPS
4.5637314613441e-42	0.310788423562576	0.591	0.554	1.08352112355232e-37	18	SAMD9L
4.89701579037906e-42	0.251791014525408	0.163	0.114	1.1626494889518e-37	18	AKAP17A
5.56766915664484e-42	0.273627176015313	0.172	0.146	1.32187601117062e-37	18	ZNF292
7.65750195416791e-42	0.256086878433626	0.126	0.11	1.81804411395855e-37	18	HPGD
1.11013330088595e-41	0.619518500335343	0.223	0.218	2.63567848296343e-37	18	IL7R
2.55283464617153e-41	0.281163066048976	0.179	0.148	6.06094001694044e-37	18	FURIN
4.17067523275364e-41	0.356752758464428	0.166	0.086	9.9020171376037e-37	18	BCL2
6.34823557103368e-41	0.254925109424252	0.273	0.265	1.50719808927482e-36	18	GPR65
8.62345642884523e-41	0.329934015455737	0.597	0.534	2.04738102533643e-36	18	TAP1
8.82401221357844e-41	0.25755320898992	0.305	0.287	2.09499697974779e-36	18	IFIT5
1.56386811654581e-40	0.320747640535108	0.334	0.291	3.71293568230305e-36	18	IL2RG
2.61295383657298e-40	0.277910037487665	0.845	0.831	6.20367499879157e-36	18	MT-ND5
6.06901444582658e-40	0.265032368918042	0.132	0.061	1.44090540972815e-35	18	KCNA3
6.14154522527983e-40	0.482716745339483	0.219	0.086	1.45812566738594e-35	18	TRAC
